Des-2025,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
22.440,22.887,22.642,22.504,,,,,,,,
22.440,22.760,22.559,22.469,,,,,,,,
22.550,22.675,22.470,22.417,,,,,,,,
22.563,22.586,22.436,22.389,,,,,,,,
22.612,22.545,22.439,22.584,,,,,,,,
22.555,22.507,22.735,22.765,,,,,,,,
22.484,22.465,22.605,22.774,,,,,,,,
22.494,22.464,22.484,22.672,,,,,,,,
22.449,22.546,22.494,22.695,,,,,,,,
22.492,22.461,22.488,22.783,,,,,,,,
22.485,22.384,22.839,22.768,,,,,,,,
22.529,22.386,22.635,22.812,,,,,,,,
22.470,22.326,22.569,,,,,,,,,
22.409,22.342,22.527,,,,,,,,,
22.616,22.353,22.397,,,,,,,,,
22.568,22.225,22.256,,,,,,,,,
22.579,22.177,22.147,,,,,,,,,
22.549,22.099,22.105,,,,,,,,,
22.612,22.120,22.116,,,,,,,,,
22.526,22.035,22.063,,,,,,,,,
22.450,22.005,22.022,,,,,,,,,
22.467,22.014,21.939,,,,,,,,,
22.508,22.225,21.951,,,,,,,,,
22.614,22.190,21.925,,,,,,,,,
22.429,22.064,21.928,,,,,,,,,
22.379,22.035,21.970,,,,,,,,,
22.373,22.078,22.161,,,,,,,,,
22.343,22.149,21.642,,,,,,,,,
22.371,22.178,,,,,,,,,,
22.521,21.584,,,,,,,,,,
22.767,22.511,,,,,,,,,,
